"Restaurant.name","offense_date","citstzip","staddress","comments","ins_date","X","seq_01","citation"
"Main Street Bar & Grille","11/24/2013","Greenfield, MA 01301","94 Main Street","","19-Mar-14",NA,NA,""
"No Drinking Est","11/24/2013","xxxx","xxxx","45 Day Loss of License","02-Jan-14",NA,NA,""
"O'Connell's Pub","11/25/2013","Framingham, MA 01701","700 Worcester Road","","11-Apr-14",NA,NA,""
"Taylor's Tavern","11/25/2013","Greenfield, MA 01301","238 Main Street","","16-Jan-14",NA,NA,""
"Florian Hall","11/26/2013","Dorchester,MA 02124","55 Hallet St","","24-Dec-13",NA,NA,""
"Onion Town Grill and Sports Bar","11/26/2013","Danvers, MA 01923","175 Water Street","","19-May-14",NA,NA,""
"Assaggio","11/27/2013","Boston, MA 02113","29 Prince Street","","10-Dec-13",NA,1,"M8690577"
"Boulevard Bar","11/27/2013","Revere, MA 02151","320 Revere Beach Blvd","","28-May-14",NA,1,"R1750015"
"Gibbet Hill Grill","11/27/2013","Groton, Ma 01450","61 Lowell Road","","24-Jan-14",NA,NA,""
"Iron Horse","11/27/2013","Fitchburg, MA 01420","19 Airport Road","","23-Jan-14",NA,NA,""
"Joes American Bar and Grill","11/27/2013","Woburn MA","Mishawum Rd","","15-Oct-14",NA,NA,""
"KING ARTHUR'S LOUNGE","11/27/2013","Chelsea, MA 02150","200 Beacham Street","","27-Mar-14",NA,NA,""
"Maximum Capacity","11/27/2013","Chicopee, MA 01013","116 School St","","15-Apr-14",NA,NA,""
"The Dark Lady","11/27/2013","Providencce, Rhode Island","124 Snow St.","","29-Nov-13",NA,NA,""
"Cassey's","11/28/2013","Attleboro, MA 02703","220 O'Neil Blvd","","30-Dec-13",NA,1,"R1981101"
"Locker Room Bar","11/28/2013","Lee, MA 01238","232 Main Street","","30-Jan-14",NA,NA,""
"Mayflower","11/28/2013","Ipswich, MA 01938","9 Depot Sq, #11","","09-Jan-14",NA,NA,""
"South Gardner Hotel","11/28/2013","Gardner Ma 01440","8 East Broadway","","23-Feb-15",NA,NA,""
"Turtle Pond Tavern","11/28/2013","Palmer, MA 01069","PO Box 789","","27-Dec-13",NA,NA,""
"Whiskey's Smokehouse","11/28/2013","Boston, MA 02116","885 Boylston Street","","06-Feb-14",NA,NA,""
"Sea Dog Nantucket","11/29/2013","Nantucket, MA 02554","15 South Water Street","","11-Mar-14",NA,NA,""
"Capone's Restaurant","11/30/2013","Peabody, MA 01960","147 Summit Street","","09-Dec-13",NA,1,"R2050275"
"Dugout","11/30/2013","Chicopee, MA","134 Meadow Street","","24-Sep-14",NA,NA,""
"Harvard Gardens","11/30/2013","Boston, MA","316 Cambridge St.","","18-Dec-13",NA,NA,""
"Jillians","11/30/2013","Worcester, MA. 01605","315 Grove Street","","20-Oct-14",NA,NA,""
"JJ Grimsby & Co","11/30/2013","Stoneham, MA 02180","301 West Wyoming Ave","","13-Aug-15",NA,NA,""
"MKM llc
 Cosmopolitan","11/30/2013","WORCESTER MA 01604","56 HAMILTON ST","","26-Sep-14",NA,NA,""
"Pizzeria Uno","11/30/2013","Boston, MA","1 Brookline Ave","","25-Sep-14",NA,NA,""
"The Baseball Tavern","11/30/2013","Boston, MA","1270 Boylston St.","","06-Jan-14",NA,NA,""
"The Underground","11/30/2013","Provincetown, MA 02657","293 Commercial STreet","","23-Jan-14",NA,NA,""
"Cozy Oaks","12/1/2013","South Hadley, MA 01075","21 Lyman St.","","18-Mar-14",NA,NA,""
"Jade's Restaurant","12/1/2013","Peabody, MA 01960","4 Bourbon Street","","06-Dec-13",NA,NA,""
"private residence","12/1/2013","xxx","xxx","","06-May-14",NA,NA,""
"T.N. INC. TONY'S PUB","12/1/2013","LYNN MA 01901","196-198 FRANKLIN ST","","10-Jan-14",NA,NA,""
"Whiskey Republic","12/1/2013","Providence, RI","Gano Street","","11-Dec-13",NA,NA,""
"Brickhouse Pub","12/2/2013","Housatonic, MA 01236","425 Park Lane N","","27-Jan-14",NA,1,"R1609230"
"Marriot Hotel","12/2/2013","Manchester, NH 03103","700 Huse Rd","","27-Dec-13",NA,NA,""
"NONE","12/2/2013","NONE","NONE","","03-Mar-14",NA,NA,""
"Moonstones","12/3/2013","Chelmsford, Ma 01824","185 Chelmsford Street","","24-Nov-14",NA,NA,""
"Oye's","12/3/2013","Reading, MA 01867","26 Walkers Brook Drive","","25-Mar-14",NA,NA,""
"VFW","12/3/2013","PEPPERELL, MA. 01463","3291 LEIGHTON STREET","","09-Mar-15",NA,NA,""
"Jake & Joe's","12/4/2013","Norwood, MA 02062","475 Providence Highway","","03-Dec-14",NA,NA,""
"Porthole Pub","12/4/2013","Lynn, MA 01901","98 Lynnway","","05-Aug-15",NA,NA,""
"Rhode Island Convention Center","12/4/2013","Providence, RI 02903","1 Sabin Street","","10-Dec-13",NA,NA,""
"Private","12/5/2013","Private","Private","","24-Sep-14",NA,NA,""
"THE FULL SAIL","12/5/2013","PLYMOUTH, MA 02360","COURT STREET","","04-Nov-14",NA,NA,""
"Cisco Brewers","12/6/2013","Nantucket, MA 02584","P.O. Box 2928","","11-Feb-14",NA,1,"R0819997"
"Mandarin Restaurant","12/6/2013","Danvers, MA 01923","Endicott Street","","05-Mar-14",NA,NA,""
"Crown Bar","12/7/2013","Lowell, MA 01852","74 Middlesex St.","","19-Dec-13",NA,NA,""
"Industry Bar","12/7/2013","Worcester, Ma.","Water Street","","20-Aug-14",NA,NA,""
"Roadhouse","12/7/2013","Marshfield, MA","Marshfield, MA","","12-Dec-13",NA,NA,""
"Alex's","12/8/2013","Stoughton MA 02072","584 Washington Street","","23-Jan-14",NA,1,"M9568053"
"CAL'S","12/8/2013","WEST SPRINGFIELD, MA. 01089","1068 RIVERDALE RD.","","14-Jan-14",NA,1,"R1273940"
"Cancun's Mexican Restaurant","12/8/2013","Grafton, MA 01536","75 Worcester Street","","26-Dec-13",NA,1,"R2059477"
"Eagle Brook Saloon","12/8/2013","Norfolk, MA 02056","258 Dedham St","","09-Dec-13",NA,NA,""
"Fired Up","12/8/2013","Westfield MA 01085","Elm st","","15-Apr-14",NA,NA,""
"MCCAFFREY'S PUBLIC HOUSE","12/8/2013","SPRINGFIELD, MA. 01103","1171 MAIN STREET","","20-May-15",NA,NA,""
"Paddy's Irish Pub","12/8/2013","Westfield, MA 01085","110 Elm St.","","12-Feb-14",NA,NA,""
"Scoreboards","12/8/2013","Woburn, MA 01801","15 MIddlesex Canal Pk","","12-Dec-13",NA,NA,""
"The Ritz","12/8/2013","Oak Bluffs, MA 02557","4 Circuit Ave","","18-Nov-15",NA,NA,""
"Villa Napoletana","12/8/2013","East Longmeadow, MA 01028","644 N. Main St","","19-Feb-14",NA,NA,""
"WATERFRONT BAR & GRILL","12/8/2013","PLYMOUTH, MA 02360","COURT STREET","","17-Jan-14",NA,NA,""
"Applebees","12/9/2013","Sturbridge, Ma 01566","Hobbs Brook Plaza","","24-Feb-14",NA,1,"R1574215"
"ASIA RESTAURANT","12/9/2013","MASHPEE, MA","UNKNOWN","","03-Feb-14",NA,1,"R0883655"
"Hookah Lounge","12/9/2013","Springfield, MA 01103","270 Worthington Street","","06-Feb-14",NA,NA,""
"Pratty""s","12/9/2013","Gloucester, MA 01930","10-12 Parker Street","","16-Dec-13",NA,NA,""
"The Dogwood Cafe","12/9/2013","Jamaica Plain, MA","3712-3714 Washington Street","","11-Dec-13",NA,NA,""
"Toby Keith's","12/9/2013","Foxboro, MA 02035","Patriot Pl","","23-May-16",NA,NA,""
"Bertucci's","12/10/2013","Reading, MA 01867","45 Walkers Brook Drive","","20-Dec-13",NA,1,"R2105293"
"99 Restaurant","12/11/2013","Plymouth, MA 02360","Long Pond Rd","","28-Apr-14",NA,1,"M9584148"
"Davio's Northern Italian Steakhouse","12/11/2013","Foxboro, MA 02035","236 Patriot Pl","","12-Dec-13",NA,NA,""
"Applebee's","12/12/2013","Seekonk, MA 02771","105 Highland Ave.","","12-Feb-14",NA,1,"R1704487"
"Davio's","12/12/2013","Foxborough, MA 02035","236 Patriot Place","","20-Jun-16",NA,NA,""
"Three G'S Sports Bar","12/12/2013","Worcester, MA 01608","152 Millbury Street","","09-Apr-14",NA,NA,""
"Andover Country Club","12/13/2013","Andover, MA 01810","60 Canterbury Street","","29-Jan-14",NA,1,"M8280227"
"Haddad's","12/13/2013","Marshfield, MA 02050","Brant Rock","","14-Jan-14",NA,NA,""
"Kings Bowling","12/13/2013","Dedham, MA 02026","600 Legacy Pl #600","","23-Jan-14",NA,NA,""
"Koto Grill","12/13/2013","Salem, Ma. 01970","90 Washington Street","","29-Apr-16",NA,NA,""
"Orzo","12/13/2013","North Andover, MA","01077 B Osgood Street","","16-Dec-13",NA,NA,""
"South Gardner Hotel","12/13/2013","Gardner, MA 01440","8 East Broadway Street","","27-Dec-13",NA,NA,""
"Abudanza","12/14/2013","Wilbraham, MA 01095","2341 Boston Post Rd","","13-Nov-14",NA,1,"R0652930"
"BRITISH BEER COMPANY","12/14/2013","WESTFORD MA","149 LITTLETON RD.","","15-Jan-14",NA,1,"R1684326"
"Centerfold's","12/14/2013","Worcester, MA 01608","229 Southwest Cutoff","","24-Aug-15",NA,1,"R1506490"
"Commonwealth Restaurant","12/14/2013","Quincy, MA 02169","79 Parkingway","","10-Mar-14",NA,NA,""
"JOE FISH","12/14/2013","North Andover, Ma 01845","1120 Osgood St.","","28-Feb-14",NA,NA,""
"Lucontro Restaurant","12/14/2013","Franklin, MA 02038","860 West Central Street","","31-Dec-13",NA,NA,""
NA,"12/14/2013",NA,NA,"","24-Feb-14",NA,NA,""
"Play Makers","12/14/2013","Waltham, MA 02453","342 Moody St.","","04-Jun-15",NA,NA,""
"Rose and Crown","12/14/2013","Nantucket, MA 02554","South Water Street","","19-May-14",NA,NA,""
"Taylor's Tavern","12/14/2013","Greenfield MA 01301","238 Main Street","","20-May-14",NA,NA,""
"The Gap","12/14/2013","Waltham, MA","Moody St.","45 day loss of license","22-Jan-14",NA,NA,""
"The Garden at Berkshire Mall","12/14/2013","Lanesboro, MA 01237","Old State Rd","","03-Feb-14",NA,NA,""
"Blue Print Bar","12/15/2013","Westminster Ma 01472","10 Village Square","","03-Oct-14",NA,1,"M9756484"
"Snowzees","12/15/2013","Sunderland, MA 01375","330 Amherst Road","","27-Mar-14",NA,NA,""
"SPRUCE STREET TAVERN","12/15/2013","CLINTON, MA 01510","68 SPRUCE STREET","","04-Feb-14",NA,NA,""
"Applebee's","12/16/2013","Tewksbury, Ma 01826","85 Main Street","","09-Apr-14",NA,1,"R1446062"
"Winner's Circle","12/17/2013","Salisbury, MA 01952","211 Elm Street","","06-Jan-14",NA,NA,""
"Brickhouse","12/19/2013","Chelmsford, MA 01863","67 Middlesex St","","07-Feb-14",NA,1,"R1204511"
"Clyde""s","12/19/2013","Walpole Ma 02081","642 Providence Hwy","","21-Jan-14",NA,NA,""
"Golden Pizza","12/19/2013","Springfield, MA 01118","1350 Allen Street","","28-Jan-14",NA,NA,""
"LOTUS BLOSSOM","12/19/2013","FRAMINGHAM MASSACHUSETTS 01702","341 COCHITUATE ROAD","","10-May-16",NA,NA,""
"Ned Divine's","12/19/2013","Boston Ma","1 Fanueil Hall","45 Day Loss of License","09-Jan-14",NA,NA,""
"Santana Rae's","12/19/2013","Methuen, Ma 01844","90 Pleasant Valley Street","","27-Dec-13",NA,NA,""
"Arizona Pizza","12/20/2013","Hadley,MA 01035","Hampshire Mall
 367 Russell Street","","10-Jun-14",NA,1,"R0188963"
"Courtside","12/20/2013","Cambridge, MA 02141","291 Cambridge Street","","20-Dec-13",NA,NA,""
"Joy Asia","12/20/2013","Marlboro, MA 01752","735 Boston Post Road","","04-Mar-14",NA,NA,""
"Packards","12/20/2013","Northampton, MA 01060","Masonic Street","","26-Dec-13",NA,NA,""
"private","12/20/2013","private","private","","19-Jun-14",NA,NA,""
"RIP TIDE LOUNGE, INC.","12/20/2013","Marblehead MA 01945","116 Pleasant St.","","14-Feb-14",NA,NA,""
"Singapore Restaurant","12/20/2013","Fitchburg, MA 01420","Twin City Mall","","07-Mar-14",NA,NA,""
"The Estate Boston","12/20/2013","Boston, MA 02215","7 Landsdown Street","","24-Mar-15",NA,NA,""
"VFW","12/20/2013","Hudson, MA 01749","3 Palmeri Drive","","12-Feb-14",NA,NA,""
"Villa Rose","12/20/2013","Ludlow, MA 01056","1428 Center St","","24-Mar-14",NA,NA,""
"Applebee's Neighborhood Grill","12/21/2013","Millbury, MA 01527","Route 146","","26-Feb-14",NA,1,"M0668548"
"Arizona Pizza","12/21/2013","Hadley, MA 01035","Russell Street","","06-Jan-14",NA,1,"M8214672"
"Big City","12/21/2013","Lawrence, MA 01840","65 Merrimack St","","24-Feb-14",NA,1,"R1577503"
"Olde Heritage Tavern","12/21/2013","Lenox, MA 01240","12 Housatonic Street","","13-Jan-14",NA,NA,""
"Partner's Pub","12/21/2013","Fitchburg, MA 01420","970 South Street","","09-Jun-14",NA,NA,""
"private","12/21/2013","x","x","","05-Jun-14",NA,NA,""
"The Barking Dog","12/21/2013","Amesbury, MA 01913","21 Friend Street","","27-Dec-13",NA,NA,""
"Caberet Lounge","12/22/2013","Peabody, MA 01960","96 Newbury Street","","27-Dec-13",NA,1,"R1352648"
"Daly's Pub","12/22/2013","Methuen, MA 01844","165 Merrimack Street","","29-Jan-14",NA,NA,""
"dbar","12/22/2013","Dorchester, Ma. 02125","1236 Dorchester Ave","","28-Jan-14",NA,NA,""
"Four Seasons Hotel","12/22/2013","Boston, MA 02167","200-24 Boylston Street","","10-Mar-14",NA,NA,""
"Jade's Restaurant","12/22/2013","Peabody, MA 01960","4 Bourbon Street","","03-Apr-14",NA,NA,""
"JOSE MCINTYRE'S","12/22/2013","BOSTON, MA. 02118","160 MILK STREET","","31-Jan-14",NA,NA,""
"Lynda's","12/22/2013","Southbridge, MA 01550","39 Central Street","","26-Mar-14",NA,NA,""
"NONE","12/22/2013","NONE","NONE","","11-Jun-14",NA,NA,""
"private","12/22/2013","xxx","xxx","","03-Sep-14",NA,NA,""
"Steal Rail","12/22/2013","Athol, MA 01331","Exchange Street","","06-Feb-14",NA,NA,""
"T-Bones","12/22/2013","Plymouth, Ma 02360","Main Street","","17-Mar-14",NA,NA,""
"The Westender","12/22/2013","Marlborough, MA 01752","493 Boston Post Rd","","21-Feb-14",NA,NA,""
"The Wharf Pub","12/22/2013","Edgartown, MA 02539","Dock and Main Streets","","27-Jan-14",NA,NA,""
"Aprile's European Restaurant","12/23/2013","North Chelmsford MA","75 Princeton Street","","18-Feb-14",NA,1,"R2011771"
"British Beer Company","12/23/2013","Walpole,MA 02032","85 Providence Highway","","24-Dec-13",NA,1,"R2095478"
"COCONUTS","12/23/2013","SPRINGFIELD, MA 01100","459 DICKINSON ST","","13-Feb-14",NA,NA,""
"P&S Sandwich/Pizza Shop","12/23/2013","Clinton, Ma 01510","319 High Street","","27-May-15",NA,NA,""
"Rail Trail","12/23/2013","Hudson, MA 01749","Main Street","","14-Jan-14",NA,NA,""
"Singapore","12/23/2013","Fitchurg, MA 01420","Whalon Street","","15-Jan-14",NA,NA,""
"private home","12/24/2013","n/a","n/a","","09-Sep-14",NA,NA,""
"The Well","12/24/2013","Great Barrington, MA 01230","312 Main Street","","13-Jan-14",NA,NA,""
"The MagnoliaPub","12/25/2013","Gloucester, MA 01930","24 Lexington Ave","","04-Feb-14",NA,NA,""
"J C Fenwicks","12/27/2013","Leominster MA 01453","37 Mechanic Street","","03-Mar-15",NA,NA,""
"Lowell Beer Works","12/27/2013","Lowell, MA 01854","203 Cabot St.","","09-Dec-14",NA,NA,""
"O'Briens Corner","12/27/2013","Springfield, MA 01104","1082 Page Blvd","","28-Feb-14",NA,NA,""
"Paddy's Irish Pub","12/27/2013","Springfield, MA 01109","1060 Wilbraham Rd","","16-Oct-14",NA,NA,""
"Pete's Place Bar & Grill","12/27/2013","Canton,Ma 02021","614 Washington St","","21-May-14",NA,NA,""
"Private","12/27/2013","Private","Private","","12-Sep-14",NA,NA,""
"T BONES","12/27/2013","PLYMOUTH, MA 02360","COURT STREET","","26-Nov-14",NA,NA,""
"Toasted Owl","12/27/2013","Northampton, MA 01060","Main Street","","24-Jan-14",NA,NA,""
"Bellingham VFW","12/28/2013","Bellingham, MA 02019","940 South Main Street","","24-Jan-14",NA,1,"R2069784"
"CENTERFOLDS 2000 D/B/A OXCO, INC","12/28/2013","OXFORD, MA 01537","SOUTHBRIDGE ROAD","","03-Dec-14",NA,1,"R2688828"
"High Horse Brewery & Bistro","12/28/2013","Amherst, MA 01002","24 North Pleasant Street","","29-Jan-14",NA,NA,""
"Marriott Hotel Cambridge","12/28/2013","Cambridge, Ma 02138","50 Cambridge Center","","10-Mar-15",NA,NA,""
"Mayflower Restaurant","12/28/2013","Ispwich, MA 01938","11 Depot Square","","19-May-14",NA,NA,""
"Beantown Pub","12/29/2013","Boston, MA 02110","100 Tremont St.","","31-Jan-14",NA,1,"R2069822"
"Espresso","12/29/2013","Gloucester, MA 01930","Main St","","11-Feb-14",NA,NA,""
"Gillette Stadium","12/29/2013","Foxborough, MA","1 Patriot Place","","06-Feb-14",NA,NA,""
"KEY WEST","12/29/2013","NORTH ADAMS, MA 01247","STATE STREET","","29-Jan-14",NA,NA,""
"Lucky Dog Music Hall","12/29/2013","Worcester, MA 01608","89-93 Green Street","","10-Jan-14",NA,NA,""
"Mickey Shea's","12/29/2013","Lunenburg, MA 01462","342 Electric Ave","","11-May-15",NA,NA,""
"Murphy's","12/29/2013","Salem, MA 01970","1300 Derby Street","","18-Aug-15",NA,NA,""
"Silouette","12/29/2013","Allston","xxxx","45 Day loss Of License","12-Feb-14",NA,NA,""
"99 Restaurant","12/30/2013","SPRINGFIELD, MA. 01104","1371 LIBERTY ST.","","10-Jan-14",NA,1,"R0677389"
"NONE","12/30/2013","NONE","NONE","","03-Apr-15",NA,NA,""
"Sylvan Street Grille","12/30/2013","Peabody, MA 01960","12 Sylvan Street","","16-May-14",NA,NA,""
"Uncle Eddie's","12/30/2013","Salisbury, MA 01952","8 Ocean Front","","31-Dec-13",NA,NA,""
"Dennis House of Pizza","12/31/2013","Dennis, MA 02638","481 Route 28","","14-Mar-14",NA,NA,""
"El Guapo's","12/31/2013","Orleans, MA. 02653","6A","","01-Apr-15",NA,NA,""
"FENWAY PARK","12/31/2013","BOSTON MA 02128","4 YAWKEY WAY","","14-Aug-14",NA,NA,""
"NONE","12/31/2013","NONE","NONE","","16-May-14",NA,NA,""
"American Legion","1/1/2014","Attleboro, MA 02703","437 Newport Ave","","14-Aug-15",NA,1,"R0200783"
"Cafe Destare","1/1/2014","Fitchburg, MA 01420","320 Main St","","04-Feb-14",NA,1,"R1574018"
"Margarita's","1/1/2014","Framingham, MA 01701","725 Cochituate Road","","09-Jan-15",NA,NA,""
"Mazcot's","1/1/2014","Pittsfield, MA 01201","Pittsfield/ Lenox Rd","","25-Jun-14",NA,NA,""
"NONE","1/1/2014","NONE","NONE","","14-Apr-14",NA,NA,""
"Point Breeze Restaurant","1/1/2014","Webster, MA 01570","Point Breeze Road","","10-Jan-14",NA,NA,""
"private","1/1/2014","x","x","","11-Apr-14",NA,NA,""
"Private Residence","1/1/2014","xxx","xxx","","04-Mar-14",NA,NA,""
"RED RAVEN","1/1/2014","ACTON, MA. 01720","3 NAGOG PARK","","15-Sep-14",NA,NA,""
"Skellig","1/1/2014","Waltham, MA 02452","240 Moody St.","","19-Feb-14",NA,NA,""
"T.K. O'Shea's","1/1/2014","Rockland, MA 02370","932 Hingham Street","","14-Nov-14",NA,NA,""
"Tavern On The Hill","1/1/2014","Somerville, Ma.","","","22-Jan-14",NA,NA,""
"The Half Door","1/1/2014","Quincy, MA 02169","1516 Hancock Street","","19-May-15",NA,NA,""
"99 Restaurant","1/3/2014","Worcester, MA 01606","900 W. Boylston Street","","08-Sep-14",NA,1,"R1429887"
"RIP TIDE LOUNGE, INC.","1/3/2014","Marblehead MA 01945","116 Pleasant St.","","26-Feb-14",NA,NA,""
"Venetian Moon","1/3/2014","Reading, MA 01867","680 Main St","","24-Jan-14",NA,NA,""
"Bob's","1/4/2014","Taunton, MA 02780","Unknown","","24-Jul-15",NA,1,"R2034308"
"DAI GUO ENTERPRISES INC. CHARLIE CHAN'S","1/4/2014","LYNN MA 01901","170 UNION ST. SUITE 101","","02-May-14",NA,NA,""
"Knights of Columbus","1/4/2014","Rockland, MA 02370","440 Webster Street","","17-Jan-14",NA,NA,""
"Yardarm Restaurant","1/4/2014","Orelans, MA 02653","48 S. Orleans Road","","06-Jan-14",NA,NA,""
"After Works","1/5/2014","So. Deerfield MA 01373","2 C Elm Street","","23-Jan-14",NA,1,"R1680562"
"NONE","1/5/2014","NONE","NONE","","03-Feb-14",NA,NA,""
"On the Rocks","1/5/2014","Lunenburg, MA 01462","96 Lakefront Drive","","19-Jun-14",NA,NA,""
"Samba's","1/5/2014","Framingham, MA 01701","Worcester Rd","","10-Jan-14",NA,NA,""
"The Pizza Shoppe","1/5/2014","East Longmeadow, MA 01028","134 Shaker Rd","","28-Apr-14",NA,NA,""
"The Harp","1/5/2014","Amherst, MA 01002","163 Sunderland Road","","30-Jan-14",NA,NA,""
"The Mendon Steak House","1/5/2014","Mendon, MA 01756","Rt 16","","21-Jul-14",NA,NA,""
"The Smokehouse Tavern","1/5/2014","Lowell, MA","98 Middlesex Street","","18-Dec-14",NA,NA,""
"The Tinker's Son","1/5/2014","Norwell, MA 02061","707 Main Street","","08-Sep-14",NA,NA,""
"Winner's Circle","1/6/2014","SALISBURY, MA 01952","ROUTE 110","","10-Feb-14",NA,NA,""
"NONE","1/8/2014","NONE","NONE","","04-Feb-14",NA,NA,""
"private","1/8/2014","private","private","","08-Jul-14",NA,NA,""
"Acapulcos","1/10/2014","Framingham,MA 01701","1656 Worcester Road","","22-Jan-14",NA,1,"M5979520"
"Anchor Pub & Grille","1/10/2014","Beverly Ma. 01915","20 Cabot St.","","28-Mar-14",NA,1,"M9633306"
"Beamer's Pub","1/10/2014","Fitchburg, MA 01420","114 River Street","","13-Feb-14",NA,1,"R0253156"
"Blarney Stone","1/10/2014","Worcester, MA. 01610","79 Maywood St","","12-Mar-14",NA,1,"R2062865"
"Canton Junction Sports Bar","1/10/2014","Canton,MA 02021","399 Neponset St","","27-Jan-14",NA,1,"R1248639"
"FIFTH ALARM LOUNGE","1/10/2014","SPRINGFIELD,MA","775 WORTHINGTON ST","","13-Jan-14",NA,NA,""
"No Drinking Est.","1/10/2014","xxxx","xxxx","2 Year Loss of License","26-Feb-14",NA,NA,""
"Olde Heritage Tavern","1/10/2014","Lenox, MA 01240","12 Housatonic Street","","10-Feb-14",NA,NA,""
"Pleasant Cafe","1/10/2014","Maynard, MA","Main St","","23-Jan-14",NA,NA,""
"Yen Yen Restaurant","1/10/2014","Gardner, Ma 01440","42 Pearson Blvd.","","19-Aug-14",NA,NA,""
"Danger Zone","1/11/2014","Warren, Ma 01083","948 Main St.","","13-Jan-14",NA,NA,""
"Hawiaan Gardens","1/11/2014","Halifax, MA","Halifax, MA","","25-Apr-14",NA,NA,""
"Joy Asia","1/11/2014","Marlboro, MA 01752","735 Boston Post Road","","04-Nov-14",NA,NA,""
"Lucky's","1/11/2014","South Boston, MA","","","24-Jan-14",NA,NA,""
"Private","1/11/2014","Private","Private","","09-May-14",NA,NA,""
"Smokey Bones Bar and Fire Grill","1/11/2014","Tyngsboro Ma 01879","431 Middlesex Rd","","23-Oct-14",NA,NA,""
"Ten's Show Club","1/11/2014","Salisbury, MA 01952","11 Northend Blvd","","14-Jan-14",NA,NA,""
"Turtle Pond","1/11/2014","Palmer, MA 01069","PO Box 789","","04-Jun-14",NA,NA,""
"Gillette Stadium","1/12/2014","Foxborough, MA 02035","One Patriot Place","","22-Jan-14",NA,NA,""
"GUANACHAPI'S","1/12/2014","WALTHAM MA","RIVER ST","45 DAY LOSS of LICENSE","26-Feb-14",NA,NA,""
"Michaels Harbor Side Restaraunt","1/12/2014","Newburyport,Ma 01950","Tournament Wharf","","14-May-14",NA,NA,""
"Papparazzi","1/12/2014","Framingham, MA 01701","Worcester Road","","17-Apr-14",NA,NA,""
"Private","1/12/2014","Private","Private","","16-Jul-14",NA,NA,""
"Anthony's","1/14/2014","South Hadley, MA 01075","New Ludlow Road","","15-Apr-14",NA,1,"M9512871"
"Hot Dog Ranch","1/14/2014","PIttsfield, MA 01201","Linden St.","","06-Mar-14",NA,NA,""
"TD Bank North","1/14/2014","Boston, MA 02114","100 Legends Way","","01-Apr-14",NA,NA,""
"Brish Beer Co","1/15/2014","Pembroke, MA 02359","15 Coumbia Road Suite 10B","","27-Feb-14",NA,1,"M8702933"
