leaid,leaname,fips,stateabb,gapblk,gapseblk,gaphsp,gapsehsp,racepercent
1719290,HINSDALE CCSD 181,IL,IL,,,.5367,.0772,.9999299
1719500,HOMER CCSD 33C,IL,IL,,,.2798,.0289,.99991053
1719530,HOMEWOOD SD 153,IL,IL,.7159,.0228,.4318,.091,1
1719660,HOOPESTON AREA CUSD 11,IL,IL,,,.2592,.2403,1
1719830,CONS SD 158,IL,IL,.4226,.1406,.3495,.0215,.99972111
1720180,IROQUOIS WEST CUSD 10,IL,IL,,,.4303,.058,1
1720280,JACKSONVILLE SD 117,IL,IL,1.0159,.067,,,1
1720580,JOLIET PSD 86,IL,IL,.6656,.0148,.3532,.0145,1
1720760,KANKAKEE SD 111,IL,IL,.6664,.0206,.4391,.0242,1
1720880,KEENEYVILLE SD 20,IL,IL,.8025,.0397,.52,.0316,1
1721000,KEWANEE CUSD 229,IL,IL,.7026,.1407,.0956,.0399,1
1721030,KILDEER COUNTRYSIDE CCSD 96,IL,IL,,,.876,.0691,1
1721180,KINNIKINNICK CCSD 131,IL,IL,,,.635,.1839,1
1721270,KIRBY SD 140,IL,IL,,,.3004,.0276,1
1721420,KOMAREK SD 94,IL,IL,,,.3507,.0738,1
1721450,DARIEN SD 61,IL,IL,.9272,.0536,.6684,.0405,.99954295
1721600,LA GRANGE SD 102,IL,IL,1.3468,.0444,.8441,.0265,.99984694
1721630,LA GRANGE SD 105 SOUTH,IL,IL,,,.7534,.0291,.99988347
1721870,LAKE VILLA CCSD 41,IL,IL,.7798000000000001,.1303,.4531,.0231,.99898809
1721900,LAKE ZURICH CUSD 95,IL,IL,,,.8084,.0314,.99992722
1722020,LANSING SD 158,IL,IL,.4972,.0224,.165,.0289,1
1722080,LA SALLE ESD 122,IL,IL,,,.0394,.0463,.9996416
1722800,LIBERTYVILLE SD 70,IL,IL,,,.1531,.2819,.99979365
1723200,LISLE CUSD 202,IL,IL,,,.3365,.22,.99973226
1723460,LOMBARD SD 44,IL,IL,.9754,.0325,.6188,.0254,.99963021
1723850,LYONS SD 103,IL,IL,,,.2049,.0286,.9998914
1724000,MAERCKER SD 60,IL,IL,1.0764,.0751,.9982,.7415000000000001,.99839902
1724330,MANNHEIM SD 83,IL,IL,,,.3485,.0253,.999879
1724390,MANTENO CUSD 5,IL,IL,,,.5371,.1616,1
1724480,KANELAND CUSD 302,IL,IL,,,.5186,.0256,.9999125
1724600,MARION CUSD 2,IL,IL,.6588000000000001,.0323,,,1
1724780,MARQUARDT SD 15,IL,IL,.8914,.0318,.4973,.0227,.99976647
1724940,MASCOUTAH CUD 19,IL,IL,.3547,.0321,.1984,.1755,.99909651
1725000,MASSAC UD 1,IL,IL,.295,.1697,,,1
1725020,MATTESON ESD 162,IL,IL,.4269,.1233,-.5874,.3673,1
1725290,MCHENRY CCSD 15,IL,IL,,,.734,.0198,1
1725500,MEDINAH SD 11,IL,IL,,,.5192,.2032,1
1725620,MENDOTA CCSD 289,IL,IL,,,.3311,.0273,1
1725690,MERIDIAN CUSD 223,IL,IL,,,.0489,.4231,1
1725920,MIDLOTHIAN SD 143,IL,IL,.5807,.0283,.2437,.0264,1
1726310,MINOOKA CCSD 201,IL,IL,.5466,.0429,.4004,.0226,1
1726400,MOLINE USD 40,IL,IL,.7554,.0247,.5068,.0153,1
1726430,MOMENCE CUSD 1,IL,IL,.549,.3328,.5515,.0807,1
1726610,MORRIS SD 54,IL,IL,,,.2491,.1126,1
1727210,MOUNT PROSPECT SD 57,IL,IL,,,.4498,.189,1
1727340,MOUNT VERNON SD 80,IL,IL,.6331,.0289,,,1
1727540,MUNDELEIN ESD 75,IL,IL,,,.8848,.0247,1
1727610,MURPHYSBORO CUSD 186,IL,IL,.6108,.0349,,,1
1727710,NAPERVILLE CUSD 203,IL,IL,1.0464,.0201,.7199,.0178,.99976051
1728140,NEW LENOX SD 122,IL,IL,,,.4101,.0231,.99994731
1728620,MCLEAN COUNTY USD 5,IL,IL,.8553,.016,.6341,.0202,.99976462
1728650,NORRIDGE SD 80,IL,IL,,,1.0182,.2622,1
1728700,NORTH BOONE CUSD 200,IL,IL,,,.3387,.0418,1
1728890,NORTH PALOS SD 117,IL,IL,.576,.0487,.2771,.0257,1
1729190,OAK LAWN-HOMETOWN SD 123,IL,IL,.6125,.0674,.3465,.0184,1
1729250,OAK PARK ESD 97,IL,IL,1.1396,.0154,.753,.0383,1
1729760,O FALLON CCSD 90,IL,IL,.8608,.0211,-1.5227,1.2988,.9998287
1730220,ORLAND SD 135,IL,IL,.7434,.0394,.3979,.0225,.99989337
1730270,OSWEGO CUSD 308,IL,IL,.6673,.0163,.6303,.0126,.99995118
1730300,OTTAWA ESD 141,IL,IL,,,.3486,.0603,1
1730420,PALATINE CCSD 15,IL,IL,1.0151,.0238,1.1368,.0126,.99986517
1730600,PALOS CCSD 118,IL,IL,,,.3113,.2085,.99985379
1730810,PARK FOREST SD 163,IL,IL,.9649,.2085,,,1
1730840,PARK RIDGE CCSD 64,IL,IL,,,.3653,.0324,1
1731230,PEORIA SD 150,IL,IL,.8531,.0117,.5271,.0212,.99977112
1731740,PLAINFIELD SD 202,IL,IL,.5679,.0112,.4851,.0088,.99969453
1731770,PLANO CUSD 88,IL,IL,.4134,.0837,.3806,.0251,1
1731950,PLEASANT VALLEY SD 62,IL,IL,.4407,.187,,,1
1732190,PONTIAC-W HOLLIDAY SD 105,IL,IL,.5693,.0464,,,.99975848
1732850,PROSPECT HEIGHTS SD 23,IL,IL,,,.9024,.0498,1
1732970,QUEEN BEE SD 16,IL,IL,1.0921,.2218,.5702,.0263,.99985152
1733000,QUINCY SD 172,IL,IL,.6133,.0231,,,1
1733210,RANTOUL CITY SD 137,IL,IL,.4788,.0303,.4998,.0815,.99943829
1733390,RHODES SD 84-5,IL,IL,,,.4379,.1272,1
1733450,RICHLAND GSD 88A,IL,IL,.5971,.2445,.2179,.0403,.99937975
1733690,RIDGELAND SD 122,IL,IL,,,.2089,.0243,.99987489
1733810,RIVER FOREST SD 90,IL,IL,.6299,.2074,,,1
1733840,RIVER GROVE SD 85-5,IL,IL,,,.4929,.0962,1
1733870,RIVER TRAILS SD 26,IL,IL,,,.9136,.0322,.99935859
1733990,RIVERSIDE SD 96,IL,IL,,,.6057,.0298,.99970049
1734260,ROCHELLE CCSD 231,IL,IL,,,.6014000000000001,.0253,1
1734350,ROCK FALLS ESD 13,IL,IL,,,.0948,.0598,1
1734410,ROCK ISLAND SD 41,IL,IL,.7958,.016,.5085,.0221,1
1734510,ROCKFORD SD 205,IL,IL,.7429,.0104,.4609,.0126,.99992579
1734740,SCHAUMBURG CCSD 54,IL,IL,.8138,.0166,.6772,.0127,.99860013
1734990,ROUND LAKE CUSD 116,IL,IL,.6004,.0285,.3174,.0167,.99988544
1735340,SANDRIDGE SD 172,IL,IL,.5311,.1774,,,1
1735370,SANDWICH CUSD 430,IL,IL,,,.5323,.0514,.9998138
1735460,CCSD 168,IL,IL,.6735,.4596,,,1
1735640,SCHILLER PARK SD 81,IL,IL,,,.3349,.0293,1
1736330,SIGNAL HILL SD 181,IL,IL,1.3005,.2752,,,1
1736360,SILVIS SD 34,IL,IL,,,.1926,.1606,1
1736450,SKOKIE SD 68,IL,IL,.8439,.0402,.4589,.0415,1
1736480,SKOKIE SD 69,IL,IL,.6715,.0386,.3382,.0389,.99962336
1736600,COUNTY OF WINNEBAGO SD 320,IL,IL,,,.576,.2018,1
1736810,BURBANK SD 111,IL,IL,,,.1937,.0182,1
1736900,SPARTA CUSD 140,IL,IL,.6182,.3522,,,1
1737050,SPRING VALLEY CCSD 99,IL,IL,,,.4511,.1255,1
1737080,SPRINGFIELD SD 186,IL,IL,.7531,.0097,.2351,.0359,1
1737170,ST CHARLES CUSD 303,IL,IL,.9207,.0869,.7494,.0218,.99997115
1737680,STEGER SD 194,IL,IL,.3445,.0293,.1368,.0339,.9995243
1737860,CENTRAL STICKNEY SD 110,IL,IL,,,.4547,.5551,1
1738220,SUMMIT HILL SD 161,IL,IL,.1918,.0706,.272,.0308,1
1738460,SYCAMORE CUSD 427,IL,IL,,,.6638,.0547,.99994367
1739030,TINLEY PARK CCSD 146,IL,IL,,,.4006,.0505,1
1739510,TROY CCSD 30C,IL,IL,.6192,.0231,.3441,.0163,.99989772
1739780,UNION RIDGE SD 86,IL,IL,,,.1492,.2945,.99953705
1739960,URBANA SD 116,IL,IL,.9313,.0204,.8444,.0377,.99995041
1740070,VALLEY VIEW CUSD 365U,IL,IL,.5537,.0139,.498,.01,.99942398
1740350,SD 45 DUPAGE COUNTY,IL,IL,.9215,.0297,.7365,.0187,.99949008
1740500,CCSD 89,IL,IL,1.2101,.0643,.6574,.0392,1
1741190,WAUCONDA CUSD 118,IL,IL,,,.7677000000000001,.0279,1
1741250,WAUKEGAN CUSD 60,IL,IL,.7502,.0232,.5053,.0215,.99957311
1741550,WEST CHICAGO ESD 33,IL,IL,,,.9277,.0259,.99992549
1741690,INDIAN PRAIRIE CUSD 204,IL,IL,.8784,.0121,.6798,.012,.9999631
1741790,WESTCHESTER SD 92-5,IL,IL,.8676,.0373,.6552,.0348,1
1741980,CUSD 201,IL,IL,,,.1357,.3998,.99939942
1742180,CUSD 200,IL,IL,1.2078,.0198,.971,.0154,.99967313
1742210,WHEELING CCSD 21,IL,IL,.4083,.1851,1.0838,.0134,.99966693
1742300,WHITESIDE SD 115,IL,IL,.7569,.0277,,,1
1742310,STERLING CUSD 5,IL,IL,,,.3244,.0226,1
1742600,WILMETTE SD 39,IL,IL,,,.2732,.1424,.999919
1742960,WOLF BRANCH SD 113,IL,IL,.3934,.4637,,,1
1743020,WOOD DALE SD 7,IL,IL,,,.4641,.033,.9997344
1743110,WOODLAND CCSD 50,IL,IL,.8802,.0217,.8713,.0137,.99987519
1743330,WOODSTOCK CUSD 200,IL,IL,,,.6981000000000001,.0157,1
1743380,WORTH SD 127,IL,IL,,,.1531,.0885,.99972105
1743860,ZION ESD 6,IL,IL,.658,.0417,.3038,.0336,1
1743960,YORKVILLE CUSD 115,IL,IL,.6382,.0556,.5628,.0218,.99987859
1800030,M S D SOUTHWEST ALLEN COUNTY,IN,IN,.7579,.0354,.3005,.0524,.98629242
1800126,CSUSA HOWE,IN,FL,.7228,.3228,,,1
1800150,ANDERSON COMMUNITY SCHOOL CORP,IN,IN,.5429000000000001,.0187,.473,.0315,.9770236
1800270,AVON COMMUNITY SCHOOL CORP,IN,IN,.7357,.0211,.3948,.0242,.97900438
1800360,BARTHOLOMEW CON SCHOOL CORP,IN,IN,.7807,.1294,.6281,.0234,.98097825
1800450,BEECH GROVE CITY SCHOOLS,IN,IN,.7022000000000001,.1482,,,.98231328
1800630,MONROE COUNTY COM SCH CORP,IN,IN,.7303,.0263,.2633,.0329,.9713915
1800900,BREMEN PUBLIC SCHOOLS,IN,IN,,,.4632,.0586,.98628283
1801020,BROWNSBURG COMMUNITY SCH CORP,IN,IN,.6422,.0228,.5083,.0432,.98627847
1801200,CARMEL CLAY SCHOOLS,IN,IN,.5401,.0253,.6564,.0365,.98307228
1801440,CENTER GROVE COM SCH CORP,IN,IN,,,.0541,.1313,.99168324
1801890,CLARK-PLEASANT COM SCHOOL CORP,IN,IN,,,.303,.0667,.98660684
1802400,CONCORD COMMUNITY SCHOOLS,IN,IN,.8183,.0325,.5727,.0213,.9627257
1802460,CRAWFORDSVILLE COM SCHOOLS,IN,IN,,,.4049,.0663,.98300385
1802490,CROWN POINT COMMUNITY SCH CORP,IN,IN,,,.2581,.0217,.98809284
1802640,M S D DECATUR TOWNSHIP,IN,IN,.4649,.0283,.2645,.0281,.98613501
1802800,DUNELAND SCHOOL CORPORATION,IN,IN,,,.298,.03,.98582017
1802830,ZIONSVILLE COMMUNITY SCHOOLS,IN,IN,,,.126,.1631,.9893114
1802850,EAST ALLEN COUNTY SCHOOLS,IN,IN,1.0116,.0214,.6087,.0284,.98138171
1802910,LAKE STATION COMMUNITY SCHOOLS,IN,IN,,,.0546,.0405,.96148312
1802970,EAST NOBLE SCHOOL CORP,IN,IN,,,.214,.0714,.99060518
1803270,ELKHART COMMUNITY SCHOOLS,IN,IN,.7718,.0162,.4298,.0141,.96899861
1803450,EVANSVILLE-VANDERBURGH SCH CORP,IN,IN,.8609,.0124,.5315,.0313,.95905715
1803630,FORT WAYNE COMMUNITY SCHOOLS,IN,IN,.7334000000000001,.0082,.4561,.0106,.97384197
1803660,COMMUNITY SCHOOLS OF FRANKFORT,IN,IN,,,.3688,.0218,.9889878
1803690,FRANKLIN COMMUNITY SCHOOL CORP,IN,IN,,,.475,.1501,.98908001
1803750,FRANKLIN TOWNSHIP COM SCH CORP,IN,IN,.7504,.0307,.6101,.0284,.97957057
1803930,GOSHEN COMMUNITY SCHOOLS,IN,IN,,,.6135000000000001,.0149,.96738183
1803940,GREATER CLARK COUNTY SCHOOLS,IN,IN,.5164,.0162,.3978,.0222,.9673987
1803960,GREATER JASPER CON SCHS,IN,IN,,,.8676,.0423,.99430233
1804110,GREENWOOD COMMUNITY SCH CORP,IN,IN,,,.6818,.0482,.98552001
1804170,GRIFFITH PUBLIC SCHOOLS,IN,IN,.6437000000000001,.0348,.2792,.0303,.96998274
1804320,SCHOOL CITY OF HAMMOND,IN,IN,.4326,.0136,.1656,.0125,.97272223
1804350,HANOVER COMMUNITY SCHOOL CORP,IN,IN,,,-.3179,.4775,.99007404
1804560,SCHOOL TOWN OF HIGHLAND,IN,IN,,,.2322,.0246,.98843968
1804590,SCHOOL CITY OF HOBART,IN,IN,.5739,.0898,.1575,.0244,.97670686
1804620,RIVER FOREST COMMUNITY SCH CORP,IN,IN,,,.0267,.0353,.97536111
1804770,INDIANAPOLIS PUBLIC SCHOOLS,IN,IN,.4254,.0092,.1974,.0122,.9798888
1805280,KANKAKEE VALLEY SCHOOL CORP,IN,IN,,,.2765,.0557,.9904626
1805370,KOKOMO-CENTER TWP CON SCH CORP,IN,IN,.4589,.0205,.2733,.1112,.95918047
1805400,LAFAYETTE SCHOOL CORPORATION,IN,IN,.6840000000000001,.027,.3301,.0165,.96982992
1805450,LAKE CENTRAL SCHOOL CORP,IN,IN,.6478,.0361,.4049,.017,.98170656
1805460,LAKE RIDGE SCHOOLS,IN,IN,.2288,.042,.0038,.0335,.97640741
1805520,LAKELAND SCHOOL CORPORATION,IN,IN,,,.4075,.0549,.98963571
1805550,WAWASEE COMMUNITY SCHOOL CORP,IN,IN,,,.3084,.0529,.98387295
1805580,LAPORTE COMMUNITY SCHOOL CORP,IN,IN,,,.3385,.0267,.97871685
1805670,M S D LAWRENCE TOWNSHIP,IN,IN,.9036,.0113,.885,.0184,.97002625
1806030,LOGANSPORT COMMUNITY SCH CORP,IN,IN,,,.4618,.0243,.98045826
1806390,MARION COMMUNITY SCHOOLS,IN,IN,.5128,.0227,.4436,.0397,.94331199
1806570,MICHIGAN CITY AREA SCHOOLS,IN,IN,.6939,.0162,.1671,.033,.95898658
1806600,MIDDLEBURY COMMUNITY SCHOOLS,IN,IN,,,.3562,.0865,.98712331
1806840,SCHOOL CITY OF MISHAWAKA,IN,IN,.529,.1026,.2767,.0686,.97591561
1807260,MT VERNON COMMUNITY SCH CORP,IN,IN,.5148,.0478,,,.98406273
1807320,MUNCIE COMMUNITY SCHOOLS,IN,IN,.5023,.0177,-.0643,.1373,.96396738
1807350,SCHOOL TOWN OF MUNSTER,IN,IN,.6602,.1174,.4285,.0243,.98079962
1807410,NEW ALBANY-FLOYD CO CON SCH,IN,IN,.6808,.0212,.3566,.0416,.97671926
1807560,NEW PRAIRIE UNITED SCHOOL CORP,IN,IN,,,.5288000000000001,.116,.99492067
1807650,NOBLESVILLE SCHOOLS,IN,IN,.7045,.0438,.6767,.0355,.98854393
1807680,NORTH ADAMS COMMUNITY SCHOOLS,IN,IN,,,.1066,.1151,.97212201
1808130,NORTH WHITE SCHOOL CORP,IN,IN,,,.5149,.528,.98575401
1808250,NORTHWEST ALLEN COUNTY SCHOOLS,IN,IN,,,.3347,.1097,.98646146
1808760,PENN-HARRIS-MADISON SCH CORP,IN,IN,.5713,.032,.51,.0362,.98108631
1808820,M S D PERRY TOWNSHIP,IN,IN,.7045,.0206,.6077,.0158,.97844261
1808910,M S D PIKE TOWNSHIP,IN,IN,.9796,.0176,.9768,.0208,.96720237
1808970,PLAINFIELD COMMUNITY SCH CORP,IN,IN,,,.3688,.1936,.9905656
1809060,PLYMOUTH COMMUNITY SCHOOL CORP,IN,IN,,,.4941,.0305,.98745733
1809150,PORTAGE TOWNSHIP SCHOOLS,IN,IN,.5088,.0237,.1934,.0164,.97108012
1809510,RICHMOND COMMUNITY SCHOOLS,IN,IN,.4301,.0325,.2543,.076,.95128542
1809690,MERRILLVILLE COMMUNITY SCHOOL,IN,IN,.6215000000000001,.0188,.3232,.0233,.96672952
1810080,SEYMOUR COMMUNITY SCHOOLS,IN,IN,,,.3469,.0449,.98307902
1810140,SHELBYVILLE CENTRAL SCHOOLS,IN,IN,,,.441,.0463,.98933995
1810290,SOUTH BEND COMMUNITY SCH CORP,IN,IN,.7867,.0097,.576,.0121,.96406144
1810650,HAMILTON SOUTHEASTERN SCHOOLS,IN,IN,.7416,.0164,.5271,.0229,.9817341
1810870,SOUTHWEST DUBOIS CO SCH CORP,IN,IN,,,.5812000000000001,.0659,.97768646
1810920,SCHOOL TOWN OF SPEEDWAY,IN,IN,.7783,.071,.5398,.2388,.97410452
1811100,M S D STEUBEN COUNTY,IN,IN,,,.7066,.1823,.98552179
1811340,TIPPECANOE SCHOOL CORP,IN,IN,.7864,.0301,.6296000000000001,.0179,.98350203
1811370,TIPPECANOE VALLEY SCHOOL CORP,IN,IN,,,.3724,.1588,.98339999
1811460,TRI-CREEK SCHOOL CORPORATION,IN,IN,,,.2205,.0434,.99128729
1811580,TWIN LAKES SCHOOL CORP,IN,IN,,,.4662,.0647,.98684502
1811700,UNION TOWNSHIP SCHOOL CORP,IN,IN,,,.3313,.2313,.98437482
1811970,VALPARAISO COMMUNITY SCHOOLS,IN,IN,1.0422,.205,.4902,.0288,.98033005
1812090,VIGO COUNTY SCHOOL CORP,IN,IN,.6137,.0234,.1544,.0342,.96993697
1812240,WA-NEE COMMUNITY SCHOOLS,IN,IN,,,.4514,.0737,.98487055
1812360,M S D WARREN TOWNSHIP,IN,IN,.6388,.0115,.4955,.0184,.97419173
1812390,WARRICK COUNTY SCHOOL CORP,IN,IN,,,.425,.1057,.98584002
1812420,WARSAW COMMUNITY SCHOOLS,IN,IN,,,.5902,.02,.98974997
1812450,WASHINGTON COM SCHOOLS,IN,IN,,,.1381,.0904,.98556167
1812720,M S D WASHINGTON TOWNSHIP,IN,IN,1.0606,.0163,1.216,.0272,.97152364
1812810,M S D WAYNE TOWNSHIP,IN,IN,.4734,.0129,.3274,.0135,.97533017
1812900,WEST NOBLE SCHOOL CORPORATION,IN,IN,,,.4815,.0252,.98521185
1813080,WESTFIELD-WASHINGTON SCHOOLS,IN,IN,,,.6850000000000001,.0426,.98562014
1813200,WHITING SCHOOL CITY,IN,IN,,,.1897,.0491,.96185046
1903540,AMES COMM SCHOOL DISTRICT,IA,IA,1.0342,.0345,.4913,.1258,1
1903690,ANKENY COMM SCHOOL DISTRICT,IA,IA,,,.5295,.0501,.99990165
1904860,BETTENDORF COMM SCHOOL DISTRICT,IA,IA,.8349,.0521,.1822,.0544,.99961913
1905790,BURLINGTON COMM SCHOOL DISTRICT,IA,IA,.7533,.0341,-.3518,.1634,.99978602
1906510,CEDAR FALLS COMM SCHOOL DISTRICT,IA,IA,.7041,.098,,,.9989422
1906540,CEDAR RAPIDS COMM SCHOOL DISTRICT,IA,IA,.8858,.0126,.4753,.0222,.99973482
1907380,CLARION-GOLDFIELD COMM SCHOOL DISTRICT,IA,IA,,,.395,.2201,1
1907410,CLARKE COMM SCHOOL DISTRICT,IA,IA,,,.4847,.1167,1
1907710,CLINTON COMM SCHOOL DISTRICT,IA,IA,.4643,.0457,.359,.0721,.99975574
1907860,COLLEGE COMM SCHOOL DISTRICT,IA,IA,.9235,.094,,,.9998157
1907980,COLUMBUS COMM SCHOOL DISTRICT,IA,IA,,,.6611,.1005,1
1908220,COUNCIL BLUFFS COMM SCHOOL DISTRICT,IA,IA,.3456,.0528,.2606,.0171,.99933606
1908580,DAVENPORT COMM SCHOOL DISTRICT,IA,IA,.7852,.0134,.414,.0134,.99976999
1908910,DENISON COMM SCHOOL DISTRICT,IA,IA,,,.7086,.0368,.99977249
1908970,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,IA,IA,.7741,.0101,.535,.0083,.9993875
1909480,DUBUQUE COMM SCHOOL DISTRICT,IA,IA,1.0373,.0254,.3982,.0388,.99709529
1911070,ESTHERVILLE LINCOLN CENTRAL COM SCH DIST,IA,IA,,,.6954,.1409,.99922651
1911820,FORT DODGE COMM SCHOOL DISTRICT,IA,IA,.5344,.0562,.3218,.1084,.99972337
1913470,HAMPTON-DUMONT COMM SCHOOL DISTRICT,IA,IA,,,.6338,.0802,1
1914700,IOWA CITY COMM SCHOOL DISTRICT,IA,IA,1.1864,.0148,.995,.0209,.99992061
1915450,JOHNSTON COMM SCHOOL DISTRICT,IA,IA,.9248,.0797,.6075,.0506,.99930704
1916530,LE MARS COMM SCHOOL DISTRICT,IA,IA,,,.701,.2756,.99961358
1916680,LEWIS CENTRAL COMM SCHOOL DISTRICT,IA,IA,,,.4583,.0666,.99942881
1917220,LINN-MAR COMM SCHOOL DISTRICT,IA,IA,.9078000000000001,.0443,.4548,.116,.99980783
1918720,MARSHALLTOWN COMM SCHOOL DISTRICT,IA,IA,.5551,.11,.6974,.0177,.99961305
1918780,MASON CITY COMM SCHOOL DISTRICT,IA,IA,.4671,.0941,.172,.0914,1
1918840,MOC-FLOYD VALLEY COMM SCHOOL DISTRICT,IA,IA,,,1.2967,.3143,1
1920130,MUSCATINE COMM SCHOOL DISTRICT,IA,IA,,,.5476,.0183,.99991739
1922110,OTTUMWA COMM SCHOOL DISTRICT,IA,IA,,,.491,.0235,.99912488
1922530,PERRY COMM SCHOOL DISTRICT,IA,IA,,,.5888,.0341,1
1923340,POSTVILLE COMM SCHOOL DISTRICT,IA,IA,,,1.0083,.3641,.99699843
1926370,SIOUX CENTER COMM SCHOOL DISTRICT,IA,IA,,,-.3888,.4172,1
1926400,SIOUX CITY COMM SCHOOL DISTRICT,IA,IA,.6377,.0223,.5486,.0134,.99857432
1926730,SOUTH TAMA COUNTY COMM SCHOOL DISTRICT,IA,IA,,,.5533,.0476,.99933988
1926820,SOUTHEAST POLK COMM SCHOOL DISTRICT,IA,IA,,,.3692,.0363,.99965453
1927390,STORM LAKE COMM SCHOOL DISTRICT,IA,IA,,,.8867,.0343,.9927128
1928680,URBANDALE COMM SCHOOL DISTRICT,IA,IA,.824,.1463,.7806,.0925,.99988383
1930240,WASHINGTON COMM SCHOOL DISTRICT,IA,IA,,,.3634,.067,.99874669
1930480,WATERLOO COMM SCHOOL DISTRICT,IA,IA,.8435,.0161,.5151,.0198,.99825776
1930510,WAUKEE COMM SCHOOL DISTRICT,IA,IA,.6583,.0612,.4884,.0573,.99993712
1930930,WEST DES MOINES COMM SCHOOL DISTRICT,IA,IA,.8607,.0258,.8812,.0258,.99970365
1930990,WEST LIBERTY COMM SCHOOL DISTRICT,IA,IA,,,.6281,.0382,1
1931290,WEST SIOUX COMM SCHOOL DISTRICT,IA,IA,,,1.0531,.2147,1
2000015,OTTAWA,KS,KS,,,.2656,.1482,1
2000017,SCOTT COUNTY,KS,KS,,,.3434,.1524,.99949497
2003200,AUBURN WASHBURN,KS,KS,.7658,.2925,.4096,.0282,.99921435
2003360,ANDOVER,KS,KS,,,.2219,.0504,.99923348
2003450,ARKANSAS CITY,KS,KS,,,.3699,.0255,1
2003540,ATCHISON PUBLIC SCHOOLS,KS,KS,.2641,.1544,,,.99975401
2004050,BONNER SPRINGS,KS,KS,.3268,.0531,.1626,.0363,.99982029
2004800,CIMARRON-ENSIGN,KS,KS,,,.6336000000000001,.2041,1
2004980,COFFEYVILLE,KS,KS,.7582,.1765,.3429,.1225,.99977702
2005460,DERBY,KS,KS,.4207,.0369,.4403,.022,.99878007
2005490,DE SOTO,KS,KS,,,.5086000000000001,.0246,.99980772
2005580,DODGE CITY,KS,KS,,,.4152,.0215,1
2005940,EMPORIA,KS,KS,,,.4982,.0222,.99989051
2006330,FT LEAVENWORTH,KS,KS,.6219,.0455,.3431,.0876,.99823868
2006390,GARDEN CITY,KS,KS,,,.5590000000000001,.0155,.9995684
2006420,GARDNER EDGERTON,KS,KS,,,.4415,.0337,.99919969
2006540,GODDARD,KS,KS,,,.3067,.0314,1
2006580,GOODLAND,KS,KS,,,.6974,.1392,.99948716
2006660,GREAT BEND,KS,KS,,,.4683,.0236,.99968255
2007020,HAYS,KS,KS,,,.6545,.0811,.99896306
2007050,HAYSVILLE,KS,KS,,,.1333,.0236,.99949163
2007350,HOLCOMB,KS,KS,,,.4852,.039,1
2007560,HUGOTON PUBLIC SCHOOLS,KS,KS,,,.4972,.0411,1
2007620,HUTCHINSON PUBLIC SCHOOLS,KS,KS,.5248,.0702,.3157,.0194,.99953586
2007860,STANTON COUNTY,KS,KS,,,.2546,.1666,.99758738
2007890,GEARY COUNTY SCHOOLS,KS,KS,.4109,.0169,.2163,.0219,.9963578
2007950,KANSAS CITY,KS,KS,.301,.0117,.1838,.0115,.99919462
2008190,KISMET-PLAINS,KS,KS,,,.7102000000000001,.0602,1
2008280,LAKIN,KS,KS,,,.4889,.3828,1
2008340,LANSING,KS,KS,.4841,.1691,.343,.2683,.99875027
2008400,LAWRENCE,KS,KS,.7912,.0203,.4847,.0227,.99821121
2008430,LEAVENWORTH,KS,KS,.5511,.0244,.1167,.053,.99890888
2008730,LIBERAL,KS,KS,,,.6583,.0205,.99989974
2009030,LYONS,KS,KS,,,.1507,.0656,.99861789
2009140,MAIZE,KS,KS,.3916,.1256,.2419,.0237,.99961525
2009180,MANHATTAN-OGDEN,KS,KS,.6546,.0261,.4333,.0265,.99877107
2009960,NEWTON,KS,KS,,,.4588,.0242,.99974775
2010140,OLATHE,KS,KS,.6925,.0132,.638,.0119,.99947655
2010680,PIPER-KANSAS CITY,KS,KS,.4458,.0341,,,1
2010710,PITTSBURG,KS,KS,,,.3534,.0349,.99698716
2011370,SALINA,KS,KS,.5877,.0395,.4132,.0187,.99943644
2011490,SEAMAN,KS,KS,,,.3858,.1797,.99977714
2011640,SHAWNEE MISSION PUB SCH,KS,KS,.915,.0124,.7189,.0104,.99909872
2012000,BLUE VALLEY,KS,KS,.703,.0214,.413,.0227,.99979782
2012150,SYRACUSE,KS,KS,,,.4723,.0956,1
2012180,SHAWNEE HEIGHTS,KS,KS,1.1443,.546,.2643,.0349,.99976355
2012260,TOPEKA PUBLIC SCHOOLS,KS,KS,.5570000000000001,.0123,.4859,.0123,.99934649
